pid,age,gender,country,login_count_24h,repeat_login_count_24h,active_days_24h,avg_login_gap_minutes,jobs_started_24h,unique_jobs_started_24h,career_jobs_started_24h,special_jobs_started_24h,freeplay_jobs_started_24h,challenge_jobs_started_24h,jobs_completed_24h,career_jobs_completed_24h,special_jobs_completed_24h,freeplay_jobs_completed_24h,challenge_jobs_completed_24h,tasks_completed_24h,subtasks_completed_24h,jobs_exited_24h,avg_session_length_exit,max_session_length_exit,avg_session_length,max_session_length,distinct_jobs_played,interruption_count,avg_interruption_session,longest_interrupted_session,career_play_ratio,special_play_ratio,freeplay_ratio,challenge_ratio,retained
p4269,23,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p427,30,Male,USA,2,1,2,690.0666666666666667,5,5,5,0,0,0,4,4,0,0,0,12,406,4,115.5000000000000000,138,70.4000000000000000,138,5,4,115.5000000000000000,138,1,0,0,0,1
p4270,18,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4271,22,Male,UK,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,3,170,3,39.0000000000000000,57,20.3333333333333333,53,3,3,39.0000000000000000,57,1,0,0,0,0
p4272,18,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4273,25,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4274,52,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4275,43,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4276,33,Male,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4277,22,Male,Italy,3,2,1,227.3333333333333334,5,5,5,0,0,0,4,4,0,0,0,11,258,5,48.4000000000000000,84,21.6000000000000000,52,5,5,48.4000000000000000,84,1,0,0,0,1
p4278,28,Male,UK,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4279,23,Male,South Korea,1,0,1,0,4,4,4,0,0,0,3,3,0,0,0,10,293,4,41.7500000000000000,88,19.7500000000000000,38,4,4,41.7500000000000000,88,1,0,0,0,1
p428,22,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4280,26,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4281,23,Prefer not to say,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4282,49,Male,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4283,32,Other,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4284,36,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4285,34,Male,Philippines,3,2,1,325.0666666666666667,6,5,5,0,1,0,4,4,0,0,0,6,253,8,42.0000000000000000,97,25.5000000000000000,69,5,8,42.0000000000000000,97,0.8333333333333334,0,0.16666666666666666,0,1
p4286,24,Non-binary,USA,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,3,306,5,143.2000000000000000,388,52.3333333333333333,81,3,5,143.2000000000000000,388,1,0,0,0,1
p4287,19,Male,Germany,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,31.0000000000000000,53,5.5000000000000000,9,2,2,31.0000000000000000,53,1,0,0,0,1
p4288,28,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4289,40,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p429,35,Male,France,3,2,2,534.5333333333333333,8,8,8,0,0,0,7,7,0,0,0,15,522,9,94.7777777777777778,230,61.6250000000000000,222,8,9,94.7777777777777778,230,1,0,0,0,0
p4290,19,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4291,30,Female,UK,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,99,2,24.0000000000000000,40,5.5000000000000000,8,2,2,24.0000000000000000,40,1,0,0,0,0
p4292,35,Male,Japan,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,29,1,8.0000000000000000,8,1.00000000000000000000,1,1,1,8.0000000000000000,8,1,0,0,0,0
p4293,39,Non-binary,Australia,1,0,1,0,5,5,5,0,0,0,3,3,0,0,0,11,337,5,86.8000000000000000,198,47.6000000000000000,96,5,5,86.8000000000000000,198,1,0,0,0,1
p4294,30,Female,USA,1,0,1,0,1,1,1,0,0,0,2,2,0,0,0,2,137,2,112.5000000000000000,173,52.0000000000000000,52,1,2,112.5000000000000000,173,1,0,0,0,1
p4295,,Male,Norway,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,26.0000000000000000,45,4.5000000000000000,7,2,2,26.0000000000000000,45,1,0,0,0,0
p4296,23,Male,Iceland,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,31,2,13.5000000000000000,16,8.0000000000000000,11,2,2,13.5000000000000000,16,1,0,0,0,0
p4297,22,Male,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4298,30,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4299,39,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p43,29,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p430,22,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4300,34,Male,Italy,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,13,1,3.0000000000000000,3,1.00000000000000000000,1,1,1,3.0000000000000000,3,1,0,0,0,0
p4301,42,Male,Germany,2,1,1,367.3000000000000000,6,6,6,0,0,0,6,6,0,0,0,14,418,6,85.3333333333333333,139,44.6666666666666667,135,6,6,85.3333333333333333,139,1,0,0,0,1
p4302,28,Male,Australia,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,72,2,17.0000000000000000,24,5.5000000000000000,10,2,2,17.0000000000000000,24,1,0,0,0,0
p4303,28,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4304,22,Non-binary,USA,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,2,133,2,1378.0000000000000000,1380,1378.0000000000000000,1380,2,2,1378.0000000000000000,1380,1,0,0,0,1
p4305,36,Male,,5,4,1,279.5375000000000000,7,7,7,0,0,0,6,6,0,0,0,14,585,8,66.3750000000000000,105,35.2857142857142857,96,7,8,66.3750000000000000,105,1,0,0,0,0
p4306,27,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4307,30,Male,Canada,1,0,1,0,6,5,5,0,1,0,4,3,0,1,0,4,200,6,62.6666666666666667,81,49.1666666666666667,80,5,6,62.6666666666666667,81,0.8333333333333334,0,0.16666666666666666,0,0
p4308,26,Female,UK,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,8,1,8.0000000000000000,8,1.00000000000000000000,1,1,1,8.0000000000000000,8,0,1,0,0,1
p4309,20,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p431,22,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4310,27,Female,USA,2,1,1,631.5833333333333333,6,6,6,0,0,0,6,6,0,0,0,14,448,7,91.1428571428571429,149,63.0000000000000000,147,6,7,91.1428571428571429,149,1,0,0,0,1
p4311,29,Male,USA,0,0,0,0,4,4,4,0,0,0,4,4,0,0,0,4,336,5,457.6000000000000000,519,442.0000000000000000,491,4,5,457.6000000000000000,519,1,0,0,0,1
p4312,28,Non-binary,USA,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,3,131,4,63.2500000000000000,173,25.0000000000000000,39,3,4,63.2500000000000000,173,1,0,0,0,1
p4313,19,Male,,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,102,3,92.0000000000000000,241,14.0000000000000000,19,2,3,92.0000000000000000,241,1,0,0,0,1
p4314,21,Female,UK,2,1,2,1311.5166666666666667,4,4,4,0,0,0,3,3,0,0,0,3,178,5,33.6000000000000000,43,21.5000000000000000,34,4,5,33.6000000000000000,43,1,0,0,0,1
p4315,35,Female,USA,2,1,2,932.8000000000000000,2,2,2,0,0,0,2,2,0,0,0,10,218,4,72.5000000000000000,86,70.0000000000000000,72,2,4,72.5000000000000000,86,1,0,0,0,1
p4316,18,Male,Germany,1,0,1,0,10,10,10,0,0,0,10,10,0,0,0,18,725,10,26.8000000000000000,34,23.5000000000000000,33,10,10,26.8000000000000000,34,1,0,0,0,1
p4318,18,Prefer not to say,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4319,30,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4320,27,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4321,20,Male,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4322,18,Male,USA,1,0,1,0,4,4,3,1,0,0,3,2,1,0,0,10,151,4,193.2500000000000000,711,15.5000000000000000,43,4,4,193.2500000000000000,711,0.75,0.25,0,0,1
p4323,53,Female,USA,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,184,3,151.3333333333333333,233,110.5000000000000000,114,2,3,151.3333333333333333,233,1,0,0,0,1
p4324,35,Male,Australia,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,1,9.0000000000000000,9,5.0000000000000000,9,2,1,9.0000000000000000,9,1,0,0,0,0
p4325,40,Female,UK,1,0,1,0,4,4,4,0,0,0,3,3,0,0,0,7,190,4,53.5000000000000000,83,33.0000000000000000,64,4,4,53.5000000000000000,83,1,0,0,0,1
p4326,44,Male,USA,2,1,1,318.4833333333333333,7,7,7,0,0,0,7,7,0,0,0,9,542,8,107.7500000000000000,207,72.8571428571428571,139,7,8,107.7500000000000000,207,1,0,0,0,1
p4327,22,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4328,37,Male,Germany,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,9.0000000000000000,9,1.00000000000000000000,1,1,1,9.0000000000000000,9,1,0,0,0,0
p4329,23,Non-binary,USA,3,2,1,211.6500000000000000,2,2,2,0,0,0,2,2,0,0,0,10,269,5,59.8000000000000000,109,58.5000000000000000,76,2,5,59.8000000000000000,109,1,0,0,0,1
p433,39,Male,,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,6.0000000000000000,6,1.00000000000000000000,1,1,1,6.0000000000000000,6,1,0,0,0,0
p4330,29,Transgender,USA,2,1,1,112.4500000000000000,1,1,1,0,0,0,1,1,0,0,0,1,31,2,3.0000000000000000,5,1.00000000000000000000,1,1,2,3.0000000000000000,5,1,0,0,0,0
p4331,49,Female,USA,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,87,1,56.0000000000000000,56,0,0,0,1,56.0000000000000000,56,0,0,0,0,1
p4332,30,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,1,367.0000000000000000,367,0,0,0,1,367.0000000000000000,367,0,0,0,0,1
p4333,22,Female,South Korea,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,3,170,3,35.6666666666666667,50,20.0000000000000000,48,3,3,35.6666666666666667,50,1,0,0,0,1
p4334,37,Female,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4335,23,Female,Denmark,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,116,2,33.5000000000000000,57,6.5000000000000000,10,2,2,33.5000000000000000,57,1,0,0,0,0
p4336,41,Male,Ireland,2,1,1,1321.1833333333333333,2,2,2,0,0,0,1,1,0,0,0,1,125,2,34.5000000000000000,50,10.0000000000000000,19,2,2,34.5000000000000000,50,1,0,0,0,1
p4337,48,Female,USA,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,40.5000000000000000,72,4.5000000000000000,9,2,2,40.5000000000000000,72,1,0,0,0,1
p4338,37,Female,UK,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4339,29,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,105,1,85.0000000000000000,85,0,0,0,1,85.0000000000000000,85,0,0,0,0,0
p434,38,Male,Malaysia,2,1,2,875.3500000000000000,2,2,2,0,0,0,2,2,0,0,0,2,140,1,18.0000000000000000,18,1.00000000000000000000,1,2,1,18.0000000000000000,18,1,0,0,0,1
p4340,18,Male,UK,1,0,1,0,22,22,21,0,0,1,22,21,0,0,1,30,1733,22,56.2727272727272727,81,52.6363636363636364,76,22,22,56.2727272727272727,81,0.9545454545454546,0,0,0.045454545454545456,1
p4341,18,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4342,50,Male,Malaysia,2,1,1,89.0166666666666667,2,2,2,0,0,0,1,1,0,0,0,1,99,3,15.6666666666666667,24,4.0000000000000000,7,2,3,15.6666666666666667,24,1,0,0,0,0
p4343,35,Female,USA,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,4,98,4,89.7500000000000000,115,52.3333333333333333,86,3,4,89.7500000000000000,115,1,0,0,0,0
p4344,39,Female,UK,2,1,2,864.0500000000000000,5,5,5,0,0,0,4,4,0,0,0,11,250,6,57.3333333333333333,117,35.0000000000000000,79,5,6,57.3333333333333333,117,1,0,0,0,1
p4345,41,Female,UK,2,1,2,1285.8000000000000000,6,6,6,0,0,0,5,5,0,0,0,13,404,7,66.2857142857142857,151,39.5000000000000000,72,6,7,66.2857142857142857,151,1,0,0,0,1
p4346,20,Male,Sweden,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,93,2,20.5000000000000000,34,3.5000000000000000,7,2,2,20.5000000000000000,34,1,0,0,0,0
p4347,18,Female,Germany,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,8.0000000000000000,8,1.00000000000000000000,1,1,1,8.0000000000000000,8,1,0,0,0,0
p4348,27,Female,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4349,47,Female,Belgium,2,1,2,1088.2333333333333333,3,3,3,0,0,0,2,2,0,0,0,3,141,4,38.7500000000000000,55,19.3333333333333333,38,3,4,38.7500000000000000,55,1,0,0,0,1
p435,19,Male,Australia,2,1,2,298.2000000000000000,8,8,8,0,0,0,8,8,0,0,0,16,613,8,103.3750000000000000,200,58.7500000000000000,199,8,8,103.3750000000000000,200,1,0,0,0,1
p4351,24,Non-binary,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4352,27,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4353,21,Male,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4354,24,Male,Germany,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,1.00000000000000000000,1,1.00000000000000000000,1,1,1,1.00000000000000000000,1,1,0,0,0,0
p4355,18,Transgender,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4356,25,"Non-binary,Transgender",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4357,42,Female,USA,2,1,2,566.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,73,1,86.0000000000000000,86,0,0,0,1,86.0000000000000000,86,0,0,0,0,0
p4358,54,Male,USA,5,4,1,284.4416666666666667,4,4,4,0,0,0,3,3,0,0,0,9,226,6,74.8333333333333333,187,1.7500000000000000,7,4,6,74.8333333333333333,187,1,0,0,0,1
p4359,23,Male,UK,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,69,2,9.5000000000000000,13,3.5000000000000000,6,2,2,9.5000000000000000,13,1,0,0,0,0
p436,20,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4360,22,Transgender,USA,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,100,1,70.0000000000000000,70,0.00000000000000000000,0,1,1,70.0000000000000000,70,1,0,0,0,0
p4361,18,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4362,43,Male,South Africa,4,3,2,400.1722222222222222,5,5,5,0,0,0,4,4,0,0,0,11,257,8,48.1250000000000000,69,41.2000000000000000,67,5,8,48.1250000000000000,69,1,0,0,0,1
p4363,31,Female,USA,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,83,2,36.0000000000000000,66,4.5000000000000000,6,2,2,36.0000000000000000,66,1,0,0,0,0
p4364,22,Male,Poland,4,3,2,285.8500000000000000,7,7,6,1,0,0,5,4,1,0,0,13,319,13,30.1538461538461538,89,18.0000000000000000,44,7,13,30.1538461538461538,89,0.8571428571428571,0.14285714285714285,0,0,0
p4365,22,Male,New Zealand,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,72,2,11.5000000000000000,16,4.0000000000000000,7,2,2,11.5000000000000000,16,1,0,0,0,1
p4366,41,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4367,38,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4368,34,Male,Australia,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,53,2,14.0000000000000000,20,4.5000000000000000,8,2,2,14.0000000000000000,20,1,0,0,0,0
p4369,19,Male,USA,1,0,1,0,5,5,5,0,0,0,4,4,0,0,0,4,288,5,68.8000000000000000,108,47.2000000000000000,92,5,5,68.8000000000000000,108,1,0,0,0,0
p437,30,Male,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,161,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4370,21,Male,Netherlands,1,0,1,0,4,4,4,0,0,0,3,3,0,0,0,11,253,4,57.7500000000000000,124,27.0000000000000000,51,4,4,57.7500000000000000,124,1,0,0,0,1
p4371,22,,USA,1,0,1,0,2,2,1,0,1,0,1,0,0,1,0,1,69,3,66.0000000000000000,72,27.5000000000000000,55,2,3,66.0000000000000000,72,0.5,0,0.5,0,1
p4372,23,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4373,20,Female,Poland,1,0,1,0,3,3,3,0,0,0,2,2,0,0,0,2,97,4,19.2500000000000000,25,10.0000000000000000,20,3,4,19.2500000000000000,25,1,0,0,0,1
p4374,37,Transgender,USA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,107,1,54.0000000000000000,54,0,0,0,1,54.0000000000000000,54,0,0,0,0,0
p4375,22,Female,USA,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,68,1,63.0000000000000000,63,0.00000000000000000000,0,1,1,63.0000000000000000,63,1,0,0,0,1
p4376,60,Male,USA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,30,1,369.0000000000000000,369,0,0,0,1,369.0000000000000000,369,0,0,0,0,0
p4377,21,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4378,27,Transgender,UK,3,2,1,189.4916666666666667,5,5,5,0,0,0,4,4,0,0,0,11,257,6,46.8333333333333333,109,9.8000000000000000,21,5,6,46.8333333333333333,109,1,0,0,0,1
p4379,18,Male,Germany,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,3,193,3,39.3333333333333333,73,15.3333333333333333,40,3,3,39.3333333333333333,73,1,0,0,0,1
p438,21,Non-binary,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4380,24,Female,Germany,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,78,2,21.0000000000000000,32,6.0000000000000000,10,2,2,21.0000000000000000,32,1,0,0,0,0
p4381,32,Female,South Africa,1,0,1,0,4,4,4,0,0,0,3,3,0,0,0,3,214,3,42.0000000000000000,60,31.7500000000000000,60,4,3,42.0000000000000000,60,1,0,0,0,1
p4382,22,Non-binary,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4383,21,Male,Australia,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,31.5000000000000000,53,6.0000000000000000,10,2,2,31.5000000000000000,53,1,0,0,0,0
p4384,18,Male,UK,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4385,39,Male,USA,2,1,1,278.2333333333333333,3,3,3,0,0,0,2,2,0,0,0,2,186,4,65.7500000000000000,134,32.6666666666666667,98,3,4,65.7500000000000000,134,1,0,0,0,1
p4386,28,Non-binary,UK,1,0,1,0,19,19,19,0,0,0,18,18,0,0,0,26,1340,19,423.8421052631578947,735,385.3157894736842105,734,19,19,423.8421052631578947,735,1,0,0,0,0
p4387,19,Female,Malaysia,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,39.5000000000000000,68,6.5000000000000000,11,2,2,39.5000000000000000,68,1,0,0,0,1
p4388,20,Female,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4389,53,Non-binary,Netherlands,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,43.5000000000000000,76,6.0000000000000000,11,2,2,43.5000000000000000,76,1,0,0,0,1
p439,23,Male,Italy,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,23,1,25.0000000000000000,25,1.00000000000000000000,1,1,1,25.0000000000000000,25,1,0,0,0,0
p4390,30,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4391,37,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4392,37,Female,Mexico,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,3,182,3,101.0000000000000000,122,90.5000000000000000,92,2,3,101.0000000000000000,122,1,0,0,0,1
p4393,19,Male,USA,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,48,2,24.5000000000000000,26,23.0000000000000000,23,1,2,24.5000000000000000,26,1,0,0,0,1
p4394,20,Female,Singapore,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,59.5000000000000000,97,11.5000000000000000,22,2,2,59.5000000000000000,97,1,0,0,0,1
p4395,99,Non-binary,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4396,36,Female,Japan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4397,20,Male,Australia,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,117,2,31.0000000000000000,49,10.0000000000000000,13,2,2,31.0000000000000000,49,1,0,0,0,1
p4398,25,Male,USA,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,7,186,2,130.5000000000000000,132,130.5000000000000000,132,2,2,130.5000000000000000,132,1,0,0,0,1
p4399,27,Male,Czech Republic,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,77,2,13.5000000000000000,19,4.5000000000000000,8,2,2,13.5000000000000000,19,1,0,0,0,0
p44,21,Female,UK,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p440,24,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4400,24,,Australia,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,30,1,18.0000000000000000,18,9.5000000000000000,18,2,1,18.0000000000000000,18,1,0,0,0,0
p4401,26,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4402,18,Female,Netherlands,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,2.0000000000000000,2,1.00000000000000000000,1,1,1,2.0000000000000000,2,1,0,0,0,0
p4403,40,Male,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p4404,24,Male,Singapore,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,6.0000000000000000,6,1.00000000000000000000,1,1,1,6.0000000000000000,6,1,0,0,0,0
p4405,30,Non-binary,USA,6,5,2,237.1900000000000000,5,5,3,2,0,0,4,3,1,0,0,10,314,9,51.8888888888888889,105,51.4000000000000000,100,5,9,51.8888888888888889,105,0.6,0.4,0,0,1
p4406,28,Non-binary,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4407,35,Male,Sweden,1,0,1,0,4,4,4,0,0,0,4,4,0,0,0,4,223,4,60.5000000000000000,108,34.5000000000000000,64,4,4,60.5000000000000000,108,1,0,0,0,1
p4408,23,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
