pid,age,gender,country,login_count_24h,repeat_login_count_24h,active_days_24h,avg_login_gap_minutes,jobs_started_24h,unique_jobs_started_24h,career_jobs_started_24h,special_jobs_started_24h,freeplay_jobs_started_24h,challenge_jobs_started_24h,jobs_completed_24h,career_jobs_completed_24h,special_jobs_completed_24h,freeplay_jobs_completed_24h,challenge_jobs_completed_24h,tasks_completed_24h,subtasks_completed_24h,jobs_exited_24h,avg_session_length_exit,max_session_length_exit,avg_session_length,max_session_length,distinct_jobs_played,interruption_count,avg_interruption_session,longest_interrupted_session,career_play_ratio,special_play_ratio,freeplay_ratio,challenge_ratio,retained
p10032,35,Female,USA,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,43,2,17.5000000000000000,30,2.5000000000000000,5,2,2,17.5000000000000000,30,1,0,0,0,1
p10033,18,Male,UK,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,30,2,8.5000000000000000,9,4.0000000000000000,8,2,2,8.5000000000000000,9,1,0,0,0,0
p4777,44,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p6114,40,Male,Taiwan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p7611,47,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8459,35,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p1,22,Male,USA,3,2,1,152.9833333333333334,3,3,2,1,0,0,4,3,1,0,0,13,254,6,30.1666666666666667,45,21.3333333333333333,43,3,6,30.1666666666666667,45,0.6666666666666666,0.3333333333333333,0,0,1
p10,28,Female,Czech Republic,2,1,1,1195.4500000000000000,14,14,14,0,0,0,13,13,0,0,0,21,1095,14,422.6428571428571429,846,416.1428571428571429,846,14,14,422.6428571428571429,846,1,0,0,0,1
p100,20,Transgender,UK,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,10,1,240.0000000000000000,240,1.00000000000000000000,1,1,1,240.0000000000000000,240,1,0,0,0,0
p1000,18,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10000,44,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10001,20,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10002,30,"Non-binary,Transgender",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10003,25,Female,Australia,2,1,1,100.7666666666666667,2,2,1,1,0,0,1,0,1,0,0,1,145,3,65.3333333333333333,99,50.0000000000000000,97,2,3,65.3333333333333333,99,0.5,0.5,0,0,1
p10004,45,Male,UK,2,1,1,266.8000000000000000,5,5,5,0,0,0,5,5,0,0,0,13,395,6,43.0000000000000000,143,15.2000000000000000,51,5,6,43.0000000000000000,143,1,0,0,0,1
p10006,18,Male,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10007,32,Transgender,USA,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,43,1,24.0000000000000000,24,0.00000000000000000000,0,1,1,24.0000000000000000,24,1,0,0,0,1
p10008,22,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10009,32,Female,USA,1,0,1,0,4,4,4,0,0,0,3,3,0,0,0,9,191,4,142.5000000000000000,181,112.0000000000000000,163,4,4,142.5000000000000000,181,1,0,0,0,0
p1001,30,Female,Australia,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,33.5000000000000000,59,4.5000000000000000,8,2,2,33.5000000000000000,59,1,0,0,0,0
p10010,25,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10011,18,Female,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,166,2,42.5000000000000000,49,0,0,0,2,42.5000000000000000,49,0,0,0,0,1
p10012,20,Female,Netherlands,1,0,1,0,2,2,1,1,0,0,1,1,0,0,0,1,77,2,30.5000000000000000,49,7.5000000000000000,12,2,2,30.5000000000000000,49,0.5,0.5,0,0,1
p10013,19,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10014,33,Male,Netherlands,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,34,2,8.5000000000000000,9,4.0000000000000000,8,2,2,8.5000000000000000,9,1,0,0,0,1
p10015,26,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10016,18,Male,USA,1,0,1,0,3,3,3,0,0,0,2,2,0,0,0,10,238,3,88.3333333333333333,141,41.3333333333333333,122,3,3,88.3333333333333333,141,1,0,0,0,1
p10017,25,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10018,20,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10019,31,Male,,3,2,1,35.3250000000000000,4,4,4,0,0,0,3,3,0,0,0,3,170,5,21.8000000000000000,65,13.2500000000000000,25,4,5,21.8000000000000000,65,1,0,0,0,1
p1002,41,Male,Germany,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,10.0000000000000000,10,1.00000000000000000000,1,1,1,10.0000000000000000,10,1,0,0,0,0
p10020,,Male,USA,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,102,3,75.3333333333333333,99,63.5000000000000000,75,2,3,75.3333333333333333,99,1,0,0,0,1
p10021,39,Male,USA,1,0,1,0,3,3,3,0,0,0,2,2,0,0,0,9,111,3,61.3333333333333333,110,24.6666666666666667,69,3,3,61.3333333333333333,110,1,0,0,0,1
p10022,19,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10023,28,Male,USA,3,2,1,172.6916666666666667,4,4,4,0,0,0,5,5,0,0,0,8,306,6,48.0000000000000000,75,24.5000000000000000,35,4,6,48.0000000000000000,75,1,0,0,0,1
p10024,26,Female,USA,2,1,1,485.5333333333333333,7,7,7,0,0,0,7,7,0,0,0,15,658,9,226.0000000000000000,545,166.1428571428571429,424,7,9,226.0000000000000000,545,1,0,0,0,1
p10025,24,Female,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10026,35,Male,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10027,26,Male,Australia,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,123,2,66.5000000000000000,130,1.5000000000000000,3,2,2,66.5000000000000000,130,1,0,0,0,1
p10028,21,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10029,30,Male,France,2,1,1,215.9500000000000000,41,41,38,3,0,0,39,37,2,0,0,48,4683,41,26.9024390243902439,54,25.6097560975609756,49,41,41,26.9024390243902439,54,0.926829268292683,0.07317073170731707,0,0,0
p1003,20,Male,Finland,1,0,1,0,4,4,4,0,0,0,3,3,0,0,0,4,187,5,40.0000000000000000,56,24.2500000000000000,46,4,5,40.0000000000000000,56,1,0,0,0,0
p10030,24,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10031,26,Male,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10034,23,Male,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10035,32,Female,USA,2,1,1,750.3166666666666667,3,3,3,0,0,0,3,3,0,0,0,9,273,6,132.1666666666666667,306,76.0000000000000000,110,3,6,132.1666666666666667,306,1,0,0,0,1
p10036,32,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,281.0000000000000000,281,0,0,0,1,281.0000000000000000,281,0,0,0,0,1
p10037,49,Transgender,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,35.0000000000000000,35,0,0,0,1,35.0000000000000000,35,0,0,0,0,1
p10038,30,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10039,24,Non-binary,USA,1,0,1,0,3,3,3,0,0,0,2,2,0,0,0,2,99,4,35.7500000000000000,48,31.6666666666666667,39,3,4,35.7500000000000000,48,1,0,0,0,0
p1004,18,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10040,21,Male,Denmark,2,1,2,458.6500000000000000,2,2,2,0,0,0,1,1,0,0,0,1,46,3,6.3333333333333333,10,5.0000000000000000,8,2,3,6.3333333333333333,10,1,0,0,0,1
p10041,20,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10042,22,Male,Germany,2,1,1,385.0666666666666667,2,2,2,0,0,0,2,2,0,0,0,2,140,2,33.0000000000000000,59,3.5000000000000000,7,2,2,33.0000000000000000,59,1,0,0,0,1
p10043,22,Female,USA,1,0,1,0,2,2,0,2,0,0,1,0,1,0,0,1,209,2,70.5000000000000000,114,13.5000000000000000,27,2,2,70.5000000000000000,114,0,1,0,0,1
p10044,36,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10045,32,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10046,25,Female,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10047,27,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10048,38,Male,USA,1,0,1,0,4,4,4,0,0,0,5,5,0,0,0,6,394,6,281.0000000000000000,418,260.2500000000000000,376,4,6,281.0000000000000000,418,1,0,0,0,0
p10049,42,Male,Iceland,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,94,2,41.0000000000000000,67,7.5000000000000000,15,2,2,41.0000000000000000,67,1,0,0,0,0
p1005,25,Male,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10050,33,Male,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10051,35,Male,USA,3,2,2,668.6000000000000000,14,14,14,0,0,0,14,14,0,0,0,14,982,17,231.7058823529411765,429,230.0000000000000000,428,14,17,231.7058823529411765,429,1,0,0,0,1
p10052,34,Male,Canada,1,0,1,0,11,11,11,0,0,0,11,11,0,0,0,11,903,12,228.3333333333333333,405,212.2727272727272727,356,11,12,228.3333333333333333,405,1,0,0,0,0
p10053,29,Male,Finland,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,34,2,10.0000000000000000,12,4.5000000000000000,8,2,2,10.0000000000000000,12,1,0,0,0,0
p10054,33,Male,UK,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,31.0000000000000000,54,4.5000000000000000,8,2,2,31.0000000000000000,54,1,0,0,0,0
p10055,32,Male,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10056,39,Prefer not to say,UK,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,10.0000000000000000,10,1.00000000000000000000,1,1,1,10.0000000000000000,10,1,0,0,0,0
p10057,29,Male,Japan,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,7.0000000000000000,7,1.00000000000000000000,1,1,1,7.0000000000000000,7,1,0,0,0,0
p10058,19,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10059,40,Non-binary,USA,3,2,1,353.4750000000000000,4,4,4,0,0,0,3,3,0,0,0,6,216,5,47.8000000000000000,75,26.7500000000000000,54,4,5,47.8000000000000000,75,1,0,0,0,1
p1006,33,Male,USA,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,9,44,2,27.0000000000000000,45,9.0000000000000000,9,1,2,27.0000000000000000,45,1,0,0,0,0
p10060,56,Male,USA,2,1,2,939.0833333333333333,4,4,4,0,0,0,5,5,0,0,0,7,426,10,155.8000000000000000,276,135.5000000000000000,246,4,10,155.8000000000000000,276,1,0,0,0,1
p10061,,Prefer not to say,Denmark,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,31,2,16.5000000000000000,18,8.5000000000000000,15,2,2,16.5000000000000000,18,1,0,0,0,0
p10062,22,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10063,47,Female,Australia,1,0,1,0,6,6,6,0,0,0,6,6,0,0,0,14,495,6,188.3333333333333333,424,117.8333333333333333,304,6,6,188.3333333333333333,424,1,0,0,0,0
p10064,21,"Male,Non-binary,Transgender",USA,0,0,0,0,3,3,3,0,0,0,3,3,0,0,0,11,243,3,1409.6666666666666667,1431,1409.6666666666666667,1431,3,3,1409.6666666666666667,1431,1,0,0,0,0
p10065,26,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10066,25,Non-binary,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10067,21,Male,UK,4,3,2,336.1944444444444445,5,5,5,0,0,0,4,4,0,0,0,8,248,8,88.5000000000000000,191,90.0000000000000000,190,5,8,88.5000000000000000,191,1,0,0,0,1
p10068,21,Male,UK,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,3,170,3,39.6666666666666667,57,20.6666666666666667,54,3,3,39.6666666666666667,57,1,0,0,0,0
p10069,32,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p1007,34,Female,Russia,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,49,2,6.5000000000000000,9,2.5000000000000000,4,2,2,6.5000000000000000,9,1,0,0,0,1
p10070,37,Male,UK,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,1,58,2,18.5000000000000000,28,5.0000000000000000,9,2,2,18.5000000000000000,28,1,0,0,0,1
p10071,21,Male,USA,3,2,2,443.7666666666666667,7,7,7,0,0,0,6,6,0,0,0,14,403,9,96.0000000000000000,300,42.0000000000000000,98,7,9,96.0000000000000000,300,1,0,0,0,1
p10072,28,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10073,25,Female,Netherlands,2,1,2,997.3333333333333333,6,6,5,1,0,0,6,5,1,0,0,15,408,7,84.1428571428571429,156,55.6666666666666667,144,6,7,84.1428571428571429,156,0.8333333333333334,0.16666666666666666,0,0,1
p10074,22,Male,USA,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,10,292,5,117.6000000000000000,194,115.3333333333333333,190,3,5,117.6000000000000000,194,1,0,0,0,1
p10075,19,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10076,30,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10077,39,Male,Netherlands,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,38.5000000000000000,69,4.5000000000000000,8,2,2,38.5000000000000000,69,1,0,0,0,0
p10078,20,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10079,27,"Male,Transgender",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p1008,40,Male,Canada,4,3,1,91.9555555555555555,5,5,5,0,0,0,4,4,0,0,0,4,436,6,83.0000000000000000,120,34.2000000000000000,93,5,6,83.0000000000000000,120,1,0,0,0,1
p10080,21,Male,USA,1,0,1,0,6,5,3,3,0,0,6,3,3,0,0,6,749,6,333.0000000000000000,1200,133.0000000000000000,253,5,6,333.0000000000000000,1200,0.5,0.5,0,0,1
p10081,27,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10082,18,Male,Australia,1,0,1,0,43,42,38,2,1,2,43,38,2,1,2,52,4457,42,185.7619047619047619,370,178.9767441860465116,260,42,42,185.7619047619047619,370,0.8837209302325582,0.046511627906976744,0.023255813953488372,0.046511627906976744,0
p10083,21,Male,Romania,2,1,1,51.4000000000000000,2,2,2,0,0,0,2,2,0,0,0,2,139,3,34.3333333333333333,50,16.0000000000000000,20,2,3,34.3333333333333333,50,1,0,0,0,1
p10084,39,Transgender,USA,7,6,1,97.9777777777777778,9,9,9,0,0,0,9,9,0,0,0,17,778,15,78.6000000000000000,149,79.2222222222222222,146,9,15,78.6000000000000000,149,1,0,0,0,0
p10085,42,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10086,28,Female,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10087,35,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10088,18,Male,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10089,24,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p1009,31,Female,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10090,23,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10091,29,Male,Poland,4,3,2,455.4944444444444444,7,7,7,0,0,0,6,6,0,0,0,14,505,9,74.4444444444444444,199,51.1428571428571429,145,7,9,74.4444444444444444,199,1,0,0,0,1
p10092,28,Male,USA,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,3,200,3,538.6666666666666667,582,517.0000000000000000,556,2,3,538.6666666666666667,582,1,0,0,0,0
p10093,45,Male,USA,2,1,1,344.4166666666666667,3,3,3,0,0,0,3,3,0,0,0,11,333,5,69.4000000000000000,108,41.6666666666666667,64,3,5,69.4000000000000000,108,1,0,0,0,1
p10094,20,Male,Germany,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,22.5000000000000000,40,3.0000000000000000,5,2,2,22.5000000000000000,40,1,0,0,0,0
p10095,32,Female,UK,1,0,1,0,1,1,1,0,0,0,2,2,0,0,0,2,73,2,106.5000000000000000,155,58.0000000000000000,58,1,2,106.5000000000000000,155,1,0,0,0,0
p10096,38,Male,USA,2,1,1,191.0500000000000000,3,3,2,1,0,0,3,2,1,0,0,4,126,4,15.5000000000000000,37,3.3333333333333333,8,3,4,15.5000000000000000,37,0.6666666666666666,0.3333333333333333,0,0,1
p10097,31,Male,USA,2,1,1,236.3000000000000000,3,3,3,0,0,0,2,2,0,0,0,4,107,4,79.2500000000000000,126,48.3333333333333333,118,3,4,79.2500000000000000,126,1,0,0,0,1
p10098,37,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10099,22,Female,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p101,40,Male,USA,2,1,1,475.2166666666666667,3,3,3,0,0,0,4,4,0,0,0,9,248,4,116.7500000000000000,176,57.6666666666666667,173,3,4,116.7500000000000000,176,1,0,0,0,1
p1010,30,Non-binary,Denmark,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10100,27,Female,Netherlands,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,2,140,2,37.5000000000000000,64,6.5000000000000000,11,2,2,37.5000000000000000,64,1,0,0,0,1
p10101,20,Male,Poland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10102,21,Male,USA,1,0,1,0,3,3,2,0,1,0,4,3,0,1,0,4,183,4,41.2500000000000000,77,29.3333333333333333,71,3,4,41.2500000000000000,77,0.6666666666666666,0,0.3333333333333333,0,1
p10103,24,Male,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10104,37,Female,Finland,5,4,2,240.4166666666666667,6,5,4,1,1,0,3,3,0,0,0,3,188,9,21.5555555555555556,62,18.3333333333333333,58,5,9,21.5555555555555556,62,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,1
p10105,47,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10106,33,Male,France,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,13,1,3.0000000000000000,3,1.00000000000000000000,1,1,1,3.0000000000000000,3,1,0,0,0,0
p10107,28,Female,Germany,1,0,1,0,5,5,4,1,0,0,4,3,1,0,0,12,367,5,107.8000000000000000,179,72.4000000000000000,113,5,5,107.8000000000000000,179,0.8,0.2,0,0,0
p10108,24,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10109,28,Male,China,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p1011,25,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10110,25,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10111,50,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10112,19,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10113,,Male,Ukraine,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10114,23,Male,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10115,24,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10116,20,Female,USA,1,0,1,0,2,2,2,0,0,0,3,3,0,0,0,5,273,3,103.3333333333333333,152,79.0000000000000000,80,2,3,103.3333333333333333,152,1,0,0,0,1
p10117,23,Transgender,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10118,21,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10119,22,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p1012,24,Male,USA,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,7,105,3,80.6666666666666667,109,66.5000000000000000,70,2,3,80.6666666666666667,109,1,0,0,0,1
p10120,19,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10121,25,Male,Hungary,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10122,28,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10123,23,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10124,27,Male,Denmark,1,0,1,0,5,5,5,0,0,0,4,4,0,0,0,4,223,5,54.2000000000000000,84,37.8000000000000000,82,5,5,54.2000000000000000,84,1,0,0,0,0
p10125,18,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10126,26,Male,Israel,2,1,2,995.3000000000000000,6,6,6,0,0,0,6,6,0,0,0,14,418,7,56.8571428571428571,118,39.3333333333333333,116,6,7,56.8571428571428571,118,1,0,0,0,1
p10127,19,Male,USA,1,0,1,0,3,3,3,0,0,0,3,3,0,0,0,11,262,4,89.2500000000000000,161,65.3333333333333333,97,3,4,89.2500000000000000,161,1,0,0,0,0
p10128,46,Male,USA,2,1,2,645.3666666666666667,10,10,10,0,0,0,9,9,0,0,0,17,852,10,80.8000000000000000,139,62.4000000000000000,124,10,10,80.8000000000000000,139,1,0,0,0,1
p10129,29,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p1013,19,Female,Australia,2,1,1,233.7666666666666667,4,4,4,0,0,0,4,4,0,0,0,4,223,4,91.2500000000000000,125,33.5000000000000000,121,4,4,91.2500000000000000,125,1,0,0,0,1
p10130,25,Male,Iceland,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,30,1,12.0000000000000000,12,1.00000000000000000000,1,1,1,12.0000000000000000,12,1,0,0,0,1
p10131,22,Non-binary,USA,1,0,1,0,2,2,2,0,0,0,2,2,0,0,0,8,140,3,36.3333333333333333,39,35.0000000000000000,36,2,3,36.3333333333333333,39,1,0,0,0,0
p10132,21,Female,Canada,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p10133,34,Female,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
p10134,26,Male,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
